POS	Word	SenseKey	Sense Number	Total Senses	BNC Count	Tag Count	Sum Tag Count	Synset	Gloss
n	proposition	proposition%1:10:00::	1	5	2018	6	8	SID-06763518-N----{proposition}	(logic) a statement that affirms or denies something and is either true or false
n	grip	grip%1:07:00::	6	7	2017	0	9	SID-05202142-N----{grip, grasp}	an intellectual hold or understanding; "a good grip on French history"; "they kept a firm grip on the two top priorities"; "he was in the grip of a powerful emotion"; "a terrible power had her in its grasp"
n	grip	grip%1:19:00::	4	7	2017	0	9	SID-11480680-N----{grip, traction, adhesive_friction}	the friction between a body and the surface on which it moves (as between an automobile tire and the road)
n	discrimination	discrimination%1:04:00::	1	2	2016	6	11	SID-01156043-N----{discrimination, favoritism, favouritism}	unfair treatment of a person or group on the basis of prejudice
n	widow	widow%1:18:00::	1	1	2016	4	4	SID-10799960-N----{widow, widow_woman}	a woman whose husband is dead especially one who has not remarried
n	fit	fit%1:26:00::	2	4	2013	2	7	SID-14106270-N----{paroxysm, fit, convulsion}	a sudden uncontrollable attack; "a paroxysm of giggling"; "a fit of coughing"; "convulsions of laughter"
n	episode	episode%1:10:00::	3	4	2012	0	7	SID-06634278-N----{episode, installment, instalment}	a part of a broadcast serial
n	myth	myth%1:10:00::	1	1	2012	14	14	SID-06384303-N----{myth}	a traditional story accepted as history; serves to explain the world view of a people
n	terrace	terrace%1:06:00::	1	3	2008	2	2	SID-03905846-N----{patio, terrace}	usually paved outdoor area adjoining a residence
n	insight	insight%1:12:00::	2	4	2003	3	15	SID-07528486-N----{insight, perceptiveness, perceptivity}	a feeling of understanding
n	insight	insight%1:09:01::	3	4	2003	3	15	SID-05815314-N----{insight, brainstorm, brainwave}	the clear (and often sudden) understanding of a complex situation
n	tragedy	tragedy%1:10:00::	2	2	2001	1	9	SID-07030062-N----{tragedy}	drama in which the protagonist is overcome by some superior force or circumstance; excites terror or pity
n	leaflet	leaflet%1:10:00::	3	3	1999	0	1	SID-06425532-N----{booklet, brochure, folder, leaflet, pamphlet}	a small book usually having a paper cover
n	adventure	adventure%1:04:00::	1	1	1993	12	12	SID-00797976-N----{adventure, escapade, risky_venture, dangerous_undertaking}	a wild and exciting undertaking (not necessarily lawful)
n	rebel	rebel%1:18:00::	2	3	1990	3	14	SID-10229738-N----{insurgent, insurrectionist, freedom_fighter, rebel}	a person who takes part in an armed rebellion against the constituted authority (especially in the hope of improving conditions)
n	loyalty	loyalty%1:07:00::	1	3	1988	7	10	SID-04884725-N----{loyalty, trueness}	the quality of being loyal
n	airline	airline%1:06:00::	2	2	1982	0	0	SID-02692940-N----{airline, airline_business, airway}	a commercial enterprise that provides scheduled flights for passengers
n	restoration	restoration%1:26:00::	4	7	1981	0	3	SID-14447921-N----{renovation, restoration, refurbishment}	the state of being restored to its former good condition; "the inn was a renovation of a Colonial house"
n	singer	singer%1:18:00::	1	3	1975	3	3	SID-10619214-N----{singer, vocalist, vocalizer, vocaliser}	a person who sings
n	heir	heir%1:18:00::	1	2	1339	3	3	SID-10188177-N----{heir, inheritor, heritor}	a person who is entitled by law or by the terms of a will to inherit the estate of another
n	mathematics	mathematics%1:09:00::	1	1	1969	4	4	SID-06009822-N----{mathematics, math, maths}	a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement
n	clue	clue%1:10:01::	2	2	1968	2	11	SID-06656526-N----{clue, clew, cue}	evidence that helps to solve a problem
n	fraction	fraction%1:23:00::	3	3	1962	2	29	SID-13754218-N----{fraction}	the quotient of two rational numbers
n	trustee	trustee%1:18:00::	1	2	1962	6	7	SID-10751971-N----{trustee, legal_guardian}	a person (or institution) to whom legal title to property is entrusted to use for another's benefit
n	mud	mud%1:27:00::	1	2	1961	23	23	SID-14980464-N----{mud, clay}	water soaked soil; soft wet earth
n	pensioner	pensioner%1:18:00::	1	1	1960	1	1	SID-10434357-N----{pensioner, pensionary}	the beneficiary of a pension fund
n	coverage	coverage%1:10:00::	3	3	1957	0	2	SID-06696529-N----{coverage, reporting, reportage}	the news as presented by reporters for newspapers or radio or television; "they accused the paper of biased coverage of race relations"
n	coverage	coverage%1:21:00::	1	3	1957	1	2	SID-13365679-N----{coverage, insurance_coverage}	the total amount and type of insurance carried
n	wildlife	wildlife%1:14:00::	1	1	1956	3	3	SID-08010218-N----{wildlife}	all living things (except people) that are undomesticated; "chemicals could kill all the wildlife"
n	hierarchy	hierarchy%1:14:01::	2	2	1952	2	4	SID-08392782-N----{hierarchy, power_structure, pecking_order}	the organization of people at different ranks in an administrative body
n	essence	essence%1:06:00::	4	4	1945	0	2	SID-03922150-N----{perfume, essence}	a toiletry that emits and diffuses a fragrant odor
n	seminar	seminar%1:04:00::	2	2	1941	0	0	SID-00893825-N----{seminar}	a course offered for a small group of advanced students
n	fig	fig%1:13:00::	4	4	1940	0	45	SID-07769089-N----{fig}	fleshy sweet pear-shaped yellowish or purple multiple fruit eaten fresh or preserved or dried
n	chap	chap%1:25:00::	2	4	1939	0	1	SID-13930286-N----{crevice, cranny, crack, fissure, chap}	a long narrow depression in a surface
n	whisky	whisky%1:13:00::	1	1	1935	19	19	SID-07922524-N----{whiskey, whisky}	a liquor made from fermented mash of grain
n	bush	bush%1:20:00::	1	7	1933	5	9	SID-13133423-N----{shrub, bush}	a low woody perennial plant usually having several major stems
n	cupboard	cupboard%1:06:00::	1	1	1933	2	2	SID-03152990-N----{cupboard, closet}	a small room (or recess) or cabinet used for storage space
n	shortage	shortage%1:26:00::	2	2	1932	2	6	SID-14473331-N----{dearth, famine, shortage}	an acute insufficiency
n	elite	elite%1:14:00::	1	1	1927	6	6	SID-08403286-N----{elite, elite_group}	a group or class of persons enjoying superior intellectual or social or economic status
n	refusal	refusal%1:10:01::	1	2	1925	4	5	SID-07220233-N----{refusal}	the act of refusing
n	separation	separation%1:04:00::	5	9	1920	1	9	SID-01203511-N----{separation}	the social act of separating or parting company; "the separation of church and state"
n	probability	probability%1:07:00::	2	2	1919	2	32	SID-04763427-N----{probability}	the quality of being probable; a probable event or the most probable event; "for a while mutiny seemed a probability"; "going by past experience there was a high probability that the visitors were lost"
n	virus	virus%1:10:00::	3	3	1918	0	4	SID-06597992-N----{virus, computer_virus}	a software program capable of reproducing itself and usually capable of causing great harm to files or other programs on the same computer; "a true virus cannot spread to another computer without human assistance"
n	fool	fool%1:18:00::	1	3	1917	25	36	SID-10120530-N----{fool, sap, saphead, muggins, tomfool}	a person who lacks good judgment
n	fool	fool%1:18:02::	3	3	1917	1	36	SID-10240982-N----{jester, fool, motley_fool}	a professional clown employed to entertain a king or nobleman in the Middle Ages
n	reporter	reporter%1:18:00::	1	1	1917	10	10	SID-10541255-N----{reporter, newsman, newsperson}	a person who investigates and reports or edits news stories
n	capitalism	capitalism%1:14:00::	1	1	1916	9	9	SID-08381070-N----{capitalism, capitalist_economy}	an economic system based on private ownership of capital
n	rumour	rumour%1:10:00::	1	1	1913	0	0	SID-07238110-N----{rumor, rumour, hearsay}	gossip (usually a mixture of truth and untruth) passed around by word of mouth
n	justification	justification%1:09:00::	1	3	1912	3	5	SID-05831414-N----{justification}	something (such as a fact or circumstance) that shows an action to be reasonable or necessary; "he considered misrule a justification for revolution"
n	ocean	ocean%1:17:00::	1	2	1909	8	8	SID-09399110-N----{ocean}	a large body of water constituting a principal part of the hydrosphere
n	sociology	sociology%1:09:00::	1	1	1907	0	0	SID-06161163-N----{sociology}	the study and classification of human societies
n	missile	missile%1:06:00::	2	2	1902	4	14	SID-04015010-N----{projectile, missile}	a weapon that is forcibly thrown or projected at a targets but is not self-propelled
n	angel	angel%1:18:00::	1	4	1897	8	8	SID-09562026-N----{angel}	spiritual being attendant upon God
n	maximum	maximum%1:23:00::	1	3	1897	11	12	SID-13798337-N----{maximum, upper_limit}	the largest possible quantity
n	shame	shame%1:11:00::	3	3	1896	1	15	SID-07319716-N----{pity, shame}	an unfortunate development; "it's a pity he couldn't do it"
n	shame	shame%1:12:00::	1	3	1896	9	15	SID-07521808-N----{shame}	a painful emotion resulting from an awareness of inadequacy or guilt
n	shame	shame%1:26:00::	2	3	1896	5	15	SID-14463603-N----{shame, disgrace, ignominy}	a state of dishonor; "one mistake brought shame to all his family"; "suffered the ignominy of being sent to prison"
n	businessman	businessman%1:18:00::	1	1	1895	10	10	SID-09901459-N----{businessman, man_of_affairs}	a person engaged in commercial or industrial business (especially an owner or executive)
n	counter	counter%1:06:00::	1	9	1893	3	6	SID-03121181-N----{counter}	table consisting of a horizontal surface over which business is transacted
n	uniform	uniform%1:06:00::	1	1	1893	18	18	SID-04516887-N----{uniform}	clothing of distinctive design worn by members of a particular group as a means of identification
n	trace	trace%1:10:02::	6	6	1887	0	10	SID-06659799-N----{trace}	a visible mark (as a footprint) left by the passage of person or animal or vehicle
n	carrier	carrier%1:18:02::	7	11	1886	0	11	SID-10302734-N----{mailman, postman, mail_carrier, letter_carrier, carrier}	a man who delivers the mail
n	sensation	sensation%1:26:00::	4	5	1886	0	16	SID-14060962-N----{sensation}	a state of widespread public excitement and interest; "the news caused a sensation"
n	appendix	appendix%1:08:00::	2	2	1884	0	6	SID-05545209-N----{appendix, vermiform_appendix, vermiform_process, cecal_appendage}	a vestigial process that extends from the lower end of the cecum and that resembles a small pouch
n	appendix	appendix%1:10:00::	1	2	1884	6	6	SID-06410980-N----{appendix}	supplementary material that is collected and appended at the back of a book
n	density	density%1:07:00::	1	2	1881	15	17	SID-04948630-N----{density, denseness}	the amount per unit size
n	current	current%1:19:01::	1	3	1878	11	18	SID-11463628-N----{current, electric_current}	a flow of electricity through a conductor; "the current was measured in amperes"
n	shower	shower%1:06:00::	1	6	1878	5	11	SID-04216003-N----{shower}	a plumbing fixture that sprays water over you; "they installed a shower in the bathroom"
n	shower	shower%1:19:00::	3	6	1878	1	11	SID-11522915-N----{shower, rain_shower}	a brief period of precipitation; "the game was interrupted by a brief shower"
n	duration	duration%1:28:02::	1	3	1876	5	7	SID-15158573-N----{duration, continuance}	the period of time during which something continues
n	desert	desert%1:15:00::	1	2	1875	4	4	SID-08522594-N----{desert}	arid land with little or no vegetation
n	receipt	receipt%1:10:00::	2	2	1874	2	5	SID-06532213-N----{receipt}	an acknowledgment (usually tangible) that payment has been made
n	fleet	fleet%1:14:01::	3	4	1872	0	1	SID-08310257-N----{fleet}	a group of steamships operating together under the same ownership
n	oxygen	oxygen%1:27:00::	1	1	1870	39	39	SID-14672278-N----{oxygen, O, atomic_number_8}	a nonmetallic bivalent element that is normally a colorless odorless tasteless nonflammable diatomic gas; constitutes 21 percent of the atmosphere by volume; the most abundant element in the earth's crust
n	disadvantage	disadvantage%1:07:00::	1	1	1869	3	3	SID-05169087-N----{disadvantage}	the quality of having an inferior or less favorable position
n	crystal	crystal%1:27:01::	4	6	1868	0	7	SID-14903901-N----{quartz_glass, quartz, vitreous_silica, lechatelierite, crystal}	colorless glass made of almost pure silica
n	crystal	crystal%1:06:01::	5	6	1868	0	7	SID-03147485-N----{crystal}	glassware made of quartz
n	midnight	midnight%1:28:00::	1	1	1866	7	7	SID-15193232-N----{midnight}	12 o'clock at night; the middle of the night; "young children should not be allowed to stay up until midnight"
n	physics	physics%1:09:00::	1	2	1862	10	10	SID-06100457-N----{physics, natural_philosophy}	the science of matter and energy and their interactions; "his favorite subject was physics"
n	stroke	stroke%1:26:00::	3	12	1861	1	8	SID-14105785-N----{stroke, apoplexy, cerebrovascular_accident, CVA}	a sudden loss of consciousness resulting when the rupture or occlusion of a blood vessel leads to oxygen lack in the brain
n	truck	truck%1:06:00::	1	2	1861	20	20	SID-04497386-N----{truck, motortruck}	an automotive vehicle suitable for hauling
n	envelope	envelope%1:06:01::	1	6	1860	9	11	SID-03296730-N----{envelope}	a flat (usually rectangular) container for a letter, thin package, etc.
n	directory	directory%1:10:00::	1	2	1856	1	1	SID-06435262-N----{directory}	an alphabetical list of names and addresses
n	chemistry	chemistry%1:09:00::	1	3	1855	5	5	SID-06094057-N----{chemistry, chemical_science}	the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions
n	isolation	isolation%1:26:00::	1	5	1855	3	5	SID-14438119-N----{isolation}	a state of separation between persons or groups
n	sin	sin%1:04:00::	2	5	1851	9	23	SID-00758433-N----{sin, sinning}	an act that is regarded by theologians as a transgression of God's will
n	toy	toy%1:06:00::	1	5	1848	4	4	SID-03971038-N----{plaything, toy}	an artifact designed to be played with
n	liberty	liberty%1:26:03::	3	5	1846	1	10	SID-14019546-N----{liberty}	personal freedom from servitude or confinement or oppression
n	skirt	skirt%1:06:00::	2	4	1845	2	6	SID-04237870-N----{skirt}	a garment hanging from the waist; worn mainly by girls and women
n	accent	accent%1:10:03::	3	5	1842	0	6	SID-07170369-N----{dialect, idiom, accent}	the usage or vocabulary that is characteristic of a specific group of people; "the immigrants spoke an odd dialect of English"; "he has a strong German accent"; "it has been said that a language is a dialect with an army and navy"
n	dialect	dialect%1:10:00::	1	1	0	6	6	SID-07170369-N----{dialect, idiom, accent}	the usage or vocabulary that is characteristic of a specific group of people; "the immigrants spoke an odd dialect of English"; "he has a strong German accent"; "it has been said that a language is a dialect with an army and navy"
n	tactic	tactic%1:09:00::	1	1	1842	4	4	SID-05913746-N----{tactic, tactics, maneuver, manoeuvre}	a plan for attaining a particular goal
n	compound	compound%1:27:00::	2	3	1841	1	5	SID-14842408-N----{compound, chemical_compound}	(chemistry) a substance formed by chemical union of two or more elements or ingredients in definite proportion by weight
n	ingredient	ingredient%1:06:00::	1	3	1840	3	4	SID-03575860-N----{ingredient}	a component of a mixture or compound
n	scholar	scholar%1:18:01::	2	3	1835	1	8	SID-10271476-N----{learner, scholar, assimilator}	someone (especially a child) who learns (as from a teacher) or takes up knowledge or beliefs
n	ghost	ghost%1:18:01::	2	4	1833	0	4	SID-10148285-N----{ghostwriter, ghost}	a writer who gives the credit of authorship to someone else
n	ghost	ghost%1:18:00::	3	4	1833	0	4	SID-09569105-N----{ghost}	the visible disembodied soul of a dead person
n	diagnosis	diagnosis%1:04:00::	1	1	1832	4	4	SID-00153547-N----{diagnosis, diagnosing}	identifying the nature or cause of some phenomenon
n	sculpture	sculpture%1:06:00::	1	2	1832	9	12	SID-04164381-N----{sculpture}	a three-dimensional work of plastic art
n	delegate	delegate%1:18:00::	1	1	1830	1	1	SID-10020380-N----{delegate}	a person appointed or elected to represent others
n	kit	kit%1:06:00::	2	3	1829	0	2	SID-03624605-N----{kit, outfit}	gear consisting of a set of articles or tools for a specified purpose
n	dialogue	dialogue%1:10:00::	2	4	1828	2	7	SID-07023657-N----{dialogue, dialog}	the lines spoken by characters in drama or fiction
n	dialogue	dialogue%1:10:01::	1	4	1828	3	7	SID-07150914-N----{dialogue, dialog, duologue}	a conversation between two persons
n	lion	lion%1:05:00::	1	4	1828	2	2	SID-02131817-N----{lion, king_of_beasts, Panthera_leo}	large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male
n	tray	tray%1:06:00::	1	1	1826	12	12	SID-04483494-N----{tray}	an open receptacle for holding or displaying or serving articles or food
n	fantasy	fantasy%1:09:01::	3	3	1825	1	5	SID-05904666-N----{illusion, fantasy, phantasy, fancy}	something many people believe that is false; "they have the illusion that I am very wealthy"
n	leave	leave%1:28:00::	1	3	1824	2	3	SID-15164090-N----{leave, leave_of_absence}	the period of time during which you are absent from work or duty; "a ten day's leave to visit his mother"
n	leave	leave%1:04:00::	3	3	1824	0	3	SID-00053917-N----{farewell, leave, leave-taking, parting}	the act of departing politely; "he disliked long farewells"; "he took his leave"; "parting is such sweet sorrow"
n	lamp	lamp%1:06:01::	2	2	1821	2	14	SID-03641940-N----{lamp}	a piece of furniture holding one or more electric light bulbs
n	brand	brand%1:09:00::	2	6	1819	3	12	SID-05853667-N----{brand, make}	a recognizable kind; "there's a new brand of hero in the movies now"; "what make of car is that?"
n	pavement	pavement%1:06:01::	3	3	1819	1	4	SID-04222469-N----{sidewalk, pavement}	walk consisting of a paved area for pedestrians; usually beside a street or roadway
n	compromise	compromise%1:10:00::	2	2	1817	1	5	SID-07194002-N----{compromise}	an accommodation in which both sides make concessions; "the newly elected congressmen rejected a compromise because they considered it `business as usual'"
n	flag	flag%1:06:00::	1	7	1816	31	35	SID-03359749-N----{flag}	emblem usually consisting of a rectangular piece of cloth of distinctive design
n	filter	filter%1:06:00::	1	2	1815	4	5	SID-03344588-N----{filter}	device that removes something from whatever passes through it
n	reign	reign%1:28:00::	2	3	1814	0	1	SID-15285625-N----{reign}	the period during which a monarch is sovereign; "during the reign of Henry VIII"
n	merit	merit%1:07:02::	2	2	1811	3	8	SID-04814129-N----{deservingness, merit, meritoriousness}	the quality of being deserving (e.g., deserving assistance); "there were many children whose deservingness he recognized and rewarded"
n	pity	pity%1:07:00::	3	3	1811	0	9	SID-04836781-N----{compassion, pity}	the humane quality of understanding the suffering of others and wanting to do something about it
n	diagram	diagram%1:06:00::	1	1	1810	6	6	SID-03191083-N----{diagram}	a drawing intended to explain how something works; a drawing showing the relation between the parts
n	wool	wool%1:06:00::	1	3	1809	3	3	SID-04606562-N----{wool, woolen, woollen}	a fabric made from the hair of sheep
n	red	red%1:07:00::	1	4	1808	9	17	SID-04969961-N----{red, redness}	red color or pigment; the chromatic color resembling the hue of blood
n	consensus	consensus%1:26:00::	1	1	1798	3	3	SID-13995348-N----{consensus}	agreement in the judgment or opinion reached by a group as a whole; "the lack of consensus reflected differences in theoretical positions"; "those rights and obligations are based on an unstated consensus"
n	thesis	thesis%1:10:01::	2	2	1796	0	3	SID-06420728-N----{dissertation, thesis}	a treatise advancing a new point of view resulting from research; usually a requirement for an advanced academic degree
n	nest	nest%1:17:00::	1	5	1795	14	15	SID-09392066-N----{nest}	a structure in which animals lay eggs or give birth to their young
n	lung	lung%1:08:00::	1	1	1794	30	30	SID-05394887-N----{lung}	either of two saclike respiratory organs in the chest of vertebrates; serves to remove carbon dioxide and provide oxygen to the blood
n	outside	outside%1:15:00::	2	2	1793	1	8	SID-08631047-N----{outside, exterior}	the outer side or surface of something
n	instinct	instinct%1:09:00::	1	1	1791	4	4	SID-05630506-N----{instinct, inherent_aptitude}	inborn pattern of behavior often responsive to specific stimuli; "the spawning instinct in salmon"; "altruistic instincts in social animals"
n	teenager	teenager%1:18:00::	1	1	1790	12	12	SID-09791452-N----{adolescent, stripling, teenager, teen}	a juvenile between the onset of puberty and maturity
n	radiation	radiation%1:22:00::	4	7	1789	0	46	SID-13566387-N----{radiation, radioactivity}	the spontaneous emission of a stream of particles or electromagnetic rays in nuclear decay
n	radiation	radiation%1:26:00::	3	7	1789	0	46	SID-14331899-N----{radiation_sickness, radiation_syndrome, radiation}	syndrome resulting from exposure to ionizing radiation (e.g., exposure to radioactive chemicals or to nuclear explosions); low doses cause diarrhea and nausea and vomiting and sometimes loss of hair; greater exposure can cause sterility and cataracts and some forms of cancer and other diseases; severe exposure can cause death within hours; "he was suffering from radiation"
n	residence	residence%1:15:00::	1	4	1789	11	16	SID-08576500-N----{residence, abode}	any address at which you dwell more than temporarily; "a person can have several residences"
n	autonomy	autonomy%1:26:02::	2	2	1788	0	1	SID-14024516-N----{autonomy, self-direction, self-reliance, self-sufficiency}	personal independence
n	concession	concession%1:10:01::	3	3	1788	0	3	SID-07231072-N----{concession}	a point conceded or yielded; "they won all the concessions they asked for"
n	graduate	graduate%1:18:00::	1	2	1787	6	6	SID-09805779-N----{alumnus, alumna, alum, graduate, grad}	a person who has received a degree from a school (high school or college or university)
n	musician	musician%1:18:00::	2	2	1787	3	18	SID-10359679-N----{musician}	artist who composes or conducts music as a profession
n	norm	norm%1:24:00::	1	2	1787	9	12	SID-13876685-N----{norm}	a standard or model or pattern regarded as typical; "the current middle-class norm of two children per family"
n	bear	bear%1:05:00::	1	2	1786	1	1	SID-02134305-N----{bear}	massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws
n	glory	glory%1:26:00::	1	3	1786	9	15	SID-14460600-N----{glory, glorification}	a state of high honor; "he valued glory above life itself"
n	heel	heel%1:08:00::	2	6	1780	4	10	SID-05585726-N----{heel}	the back part of the human foot
n	spectrum	spectrum%1:07:00::	2	2	1773	2	20	SID-05135484-N----{spectrum}	a broad range of related objects or values or qualities or ideas or activities
n	panic	panic%1:12:00::	1	2	1771	7	9	SID-07535851-N----{panic, terror, affright}	an overwhelming feeling of fear and anxiety
n	suicide	suicide%1:04:00::	1	2	1771	3	3	SID-00223352-N----{suicide, self-destruction, self-annihilation}	the act of killing yourself; "it is a crime to commit suicide"
n	giant	giant%1:18:03::	4	7	1770	0	10	SID-10148670-N----{giant, hulk, heavyweight, whale}	a very large person; impressive in size or qualities
n	sphere	sphere%1:25:01::	6	7	1768	0	14	SID-13921592-N----{sphere}	a three-dimensional closed surface such that every point on the surface is equidistant from the center
n	sphere	sphere%1:15:00::	3	7	1768	2	14	SID-08671145-N----{sphere, sphere_of_influence}	the geographical area in which one nation is very influential
n	bean	bean%1:13:00::	1	4	1767	2	2	SID-07740688-N----{bean, edible_bean}	any of various edible seeds of plants of the family Leguminosae used for food
n	primary	primary%1:04:00::	1	4	1765	3	4	SID-00183420-N----{primary, primary_election}	a preliminary election where delegates or nominees are chosen
n	cafe	cafe%1:06:00::	1	1	1755	5	5	SID-02939042-N----{cafe, coffeehouse, coffee_shop, coffee_bar}	a small restaurant where drinks and snacks are sold
n	killer	killer%1:18:00::	1	4	1754	8	8	SID-10250784-N----{killer, slayer}	someone who causes the death of a person or animal
n	duck	duck%1:05:00::	1	4	1745	4	4	SID-01848972-N----{duck}	small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs
n	princess	princess%1:18:00::	1	1	1743	0	0	SID-10493649-N----{princess}	a female member of a royal family other than the queen (especially the daughter of a sovereign)
n	grave	grave%1:06:00::	2	3	1740	5	10	SID-03459977-N----{grave, tomb}	a place for the burial of a corpse (especially beneath the ground and marked by a tombstone); "he put flowers on his mother's grave"
n	jet	jet%1:11:00::	2	6	1740	1	3	SID-07450700-N----{jet, squirt, spurt, spirt}	the occurrence of a sudden discharge (as of liquid)
n	correlation	correlation%1:24:00::	1	3	1738	9	11	SID-13863850-N----{correlation, correlativity}	a reciprocal relation between two or more things
n	outline	outline%1:15:00::	1	3	1737	3	6	SID-08630343-N----{outline, lineation}	the line that appears to bound an object
n	outline	outline%1:10:00::	2	3	1737	2	6	SID-06480622-N----{outline, synopsis, abstract, precis}	a sketchy summary of the main points of an argument or theory
n	motivation	motivation%1:26:00::	2	3	1735	0	5	SID-14602016-N----{motivation}	the condition of being motivated; "his motivation was at a high level"
n	packet	packet%1:06:00::	3	4	1735	0	7	SID-03877306-N----{packet}	a small package or bundle
n	spell	spell%1:10:00::	4	4	1730	0	6	SID-07174442-N----{spell, magic_spell, magical_spell, charm}	a verbal formula believed to have magical force; "he whispered a spell as he moved his hands"; "inscribed around its base is a charm in Balinese"
n	spell	spell%1:26:00::	1	4	1730	4	6	SID-14430940-N----{enchantment, spell, trance}	a psychological state induced by (or as if induced by) a magical incantation
n	spread	spread%1:13:00::	5	10	1729	0	9	SID-07872246-N----{spread, paste}	a tasty mixture to be spread on bread or crackers or used in preparing other dishes
n	spread	spread%1:13:01::	6	10	1729	0	9	SID-07593658-N----{banquet, feast, spread}	a meal that is well prepared and greatly enjoyed; "a banquet for the graduating seniors"; "the Thanksgiving feast"; "they put out quite a spread"
n	spread	spread%1:06:01::	3	10	1729	2	9	SID-04059554-N----{ranch, spread, cattle_ranch, cattle_farm}	farm consisting of a large tract of land along with facilities needed to raise livestock (especially cattle)
n	crack	crack%1:10:00::	6	10	1727	0	7	SID-06780568-N----{wisecrack, crack, sally, quip}	witty remark
n	crack	crack%1:17:00::	1	10	1727	3	7	SID-09281621-N----{crack, cleft, crevice, fissure, scissure}	a long narrow opening
n	redundancy	redundancy%1:07:00::	2	4	1727	1	2	SID-05127610-N----{redundancy, redundance}	the attribute of being superfluous and unneeded; "the use of industrial robots created redundancy among workers"
n	fly	fly%1:05:00::	1	5	1725	6	9	SID-02192818-N----{fly}	two-winged insects characterized by active flight
n	scandal	scandal%1:11:00::	2	2	1721	1	4	SID-07320870-N----{scandal, outrage}	a disgraceful event
n	parameter	parameter%1:11:00::	2	4	1720	2	7	SID-07342905-N----{parameter}	any factor that defines a system and determines (or limits) its performance
n	engagement	engagement%1:10:00::	3	7	1717	2	12	SID-07242871-N----{betrothal, troth, engagement}	a mutual promise to marry
n	contest	contest%1:04:00::	2	2	1716	1	9	SID-01171451-N----{contest}	a struggle between rivals
n	courage	courage%1:07:00::	1	1	1715	15	15	SID-04864314-N----{courage, courageousness, bravery, braveness}	a quality of spirit that enables you to face danger or pain without showing fear
n	hip	hip%1:08:00::	1	5	1714	5	7	SID-05563958-N----{hip}	either side of the body below the waist and above the thigh
n	trainer	trainer%1:18:00::	1	2	1710	0	0	SID-10742224-N----{trainer}	one who trains other persons or animals
n	assignment	assignment%1:04:03::	5	6	1707	0	12	SID-00798247-N----{assignment}	an undertaking that you have been assigned to do (as by an instructor)
n	clay	clay%1:27:00::	1	5	1697	11	11	SID-14837352-N----{clay}	a very fine-grained soil that is plastic when moist but hard when fired
n	clay	clay%1:08:00::	5	5	1697	0	11	SID-05225393-N----{cadaver, corpse, stiff, clay, remains}	the dead body of a human being; "the cadaver was intended for dissection"; "the end of the police search was the discovery of a corpse"; "the murderer confessed that he threw the stiff in the river"; "honor comes to bless the turf that wraps their clay"
n	rider	rider%1:18:00::	1	4	1697	11	13	SID-10549540-N----{rider}	a traveler who actively rides an animal (as a horse or camel)
n	terminal	terminal%1:06:02::	4	4	1693	0	3	SID-04420554-N----{terminal}	electronic equipment consisting of a device providing access to a computer; has a keyboard and display
n	ambulance	ambulance%1:06:00::	1	1	1690	3	3	SID-02703861-N----{ambulance}	a vehicle that takes people to and from hospitals
n	coup	coup%1:04:00::	1	2	1690	1	2	SID-01147528-N----{coup_d'etat, coup, putsch, takeover}	a sudden and decisive change of government illegally or by force
n	offender	offender%1:18:00::	1	1	1687	1	1	SID-09657157-N----{wrongdoer, offender}	a person who transgresses moral or civil law
n	brush	brush%1:06:00::	2	9	1686	8	20	SID-02911542-N----{brush}	an implement that has hairs or bristles firmly set into a handle
n	hair	hair%1:08:00::	1	6	15020	59	59	SID-05262259-N----{hair}	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss; "he combed his hair"; "each hair consists of layers of dead keratinized cells"
n	orchestra	orchestra%1:14:00::	1	2	1686	10	11	SID-08265078-N----{orchestra}	a musical organization consisting of a group of instrumentalists including string players
n	similarity	similarity%1:07:00::	1	2	1686	9	9	SID-04750845-N----{similarity}	the quality of being similar
n	casualty	casualty%1:18:01::	1	4	1684	0	0	SID-09919234-N----{casualty}	someone injured or killed or captured or missing in a military engagement
n	painter	painter%1:18:00::	1	4	1681	15	15	SID-10411352-N----{painter}	an artist who paints
n	disappointment	disappointment%1:12:00::	1	2	1680	7	8	SID-07555990-N----{disappointment, letdown}	a feeling of dissatisfaction that results when your expectations are not realized; "his hopes were so high he was doomed to disappointment"
n	navy	navy%1:07:00::	2	3	1680	1	10	SID-04976880-N----{dark_blue, navy, navy_blue}	a dark shade of blue
n	navy	navy%1:14:00::	1	3	1680	9	10	SID-08208631-N----{navy, naval_forces}	an organization of military vessels belonging to a country and available for sea warfare
n	sensitivity	sensitivity%1:12:00::	3	5	1680	3	15	SID-07527704-N----{sensitivity, sensitiveness}	sensitivity to emotional feelings (of self and others)
n	auditor	auditor%1:18:02::	2	3	1679	0	0	SID-09842555-N----{auditor}	a student who attends a course but does not take it for credit
n	hostility	hostility%1:26:00::	2	4	1678	0	3	SID-14003773-N----{hostility, enmity, antagonism}	a state of deep-seated ill-will
